,test_case,id,source,language,text,task1,task2
6159,EXIST2021,6160,twitter,es,"@vannjkoo En mi casa es igual, me dijeron que tenía que aprender a cocinar ""porque soy mujer"" y no porque lo necesitara para ser independiente",sexist,stereotyping-dominance
6160,EXIST2021,6161,twitter,es,"Hombres matando hombres; las casas no se reparan, sino que se derruyen e incendian; no se aran los campos, no se siembran cosechas, no hay jinetes que vayan a bañarse al río, ni se goza la vida. Solo hay enfermedad, hombres muertos y mujeres violadas; no hay rebaños, salvo los... https://t.co/6Fb1NbYpyv",sexist,sexual-violence
6161,EXIST2021,6162,twitter,es,"Tan tóxicas son las Selenators que defienden a la chica del vídeo, como las Beliebers que se burlan de su peso. Aprendan a defender sus ideas sin caer en el estigma y la burla.",non-sexist,non-sexist
6162,EXIST2021,6163,twitter,es,"@SuiGnris Feminismo y Comunismo, que gran daño para el país",sexist,ideological-inequality
6163,EXIST2021,6164,twitter,es,"Será esta marimacho de equina digo eduvina la que llama a la subversión, a los actos terroristas,  a quemar nuestro pobre patrimonio https://t.co/Q4qwoI9PnS",non-sexist,non-sexist
6164,EXIST2021,6165,twitter,es,"@Elvia_BarriosAl Las mujeres en empoderamiento, pero deben estar bajo el sistema de la meritocracia. Desde ya tienes cuestionamientos por el caso Chacón y llamadas con Hinostroza. Tenemos mujeres en el congreso y mira cómo estamos? No es solo el género, también el sentido común y la moral.",non-sexist,non-sexist
6165,EXIST2021,6166,twitter,es,Follar con El Rap de Fernanfloo de fondo es muy bueno y todo pero follar con alguien si que me gustaría.,non-sexist,non-sexist
6166,EXIST2021,6167,twitter,es,"@aalfonsar @1envra1buitreo Múltiples. De distinta índole. Búscalas vos mismo.Aún en México donde las mujeres sufren muchísima violencia la mayoría no adhiere. Uno de los motivos es la disociación entre igualdad y feminismo, porque el feminismo HOY busca beneficios. No igualdad. https://t.co/dQwQF0v1sk",sexist,ideological-inequality
6167,EXIST2021,6168,twitter,es,"@Mystica9251 @GuimonacoOk @onurYxibixibi  en los comercios de ropa femenina, las chicas jovencitas y preciosas, cuando te probás una calza atigrada rosa y verde flúo 3 talles mas chica te dicen: te queda divinaaa!! Hay q ser maestro zen para no contestar desde el hígado y enviarlas al infinito y más allá",sexist,objectification
6168,EXIST2021,6169,twitter,es,"Narcisa Sinche en su presentación ""Construcción de identidades colectivas en las protestas feministas de redes sociales. Una mirada tecnofeminista al #MeToo en México y al #NiñasNoMadres en Ecuador. @comunicacionUIA #ColoquioDoctorado https://t.co/YnLfs62qSH",non-sexist,non-sexist
6169,EXIST2021,6170,twitter,es,@danielleandgd1 ¿Entonces eso nos hace misóginos pero el que ustedes también rebajen a mis favs no es nada?La misoginia es odio hacia a las mujeres,non-sexist,non-sexist
6170,EXIST2021,6171,twitter,es,"El asambleísta republicano del condado de #Orange, Bill Brough, fue acusado de violar a una asistente legislativa. El funcionario ya tenía reiteradas quejas en su contra por acoso y hostigamiento sexual. #Destino2020  https://t.co/EjZaL9XiCb",sexist,sexual-violence
6171,EXIST2021,6172,twitter,es,@olimpiaa21 a esa zorra no la han quemado en el pelo no? jaja,sexist,misogyny-non-sexual-violence
6172,EXIST2021,6173,twitter,es,"@BeaRodriguezTa Es que están acostumbrados a ver una niña de 15 años ya con marido y con guagua que cuando ven una mujer de 30 con otras prioridades se asustan, es una pena esta “sociedad” que piensa que para sentirse realizada debe tener guagua, desde ahí el feminismo",sexist,stereotyping-dominance
6173,EXIST2021,6174,twitter,es,Mucho Ojo ahí con el “hombre del maletín” mañana con Huachipato! En serio! Si las zorras qls deberían tener por lo bajo 5 ptos menos ( el robo al CDA y el gol corneta a Audax k lo gritaron como la final del mundo los mandriles qls)!!,non-sexist,non-sexist
6174,EXIST2021,6175,twitter,es,"""No hay feminismo sin antirracismo. El feminismo hegemónico es muy blanco, no podemos hablar de feminismo si no se piensa a todas."" Fernanda Paixao (@fernandapaixaov)",non-sexist,non-sexist
6175,EXIST2021,6176,twitter,es,"¿Por qué ALEXA tiene voz d mujer? No creo q sea casual.  Dar órdenes todo el día a una mujer servicial es el sueño d cualquiera. Ellos tb tienen voz bonita pero a ""ella"" se la presupone fiable y sumisa. ¿P q tenía H.A.L. voz d hombre sin embargo en 2001 Odisea?Era rebelde.",sexist,stereotyping-dominance
6176,EXIST2021,6177,twitter,es,"Me he dado cuenta que estoy leyendo un libro escrito por un señor(o) cuando ella, después de un accidente de avión, una pierna rota y dos semanas perdidos en la nieve le ha preguntado a él (separado pero enamorado de su mujer) que si no se la quería follar.",sexist,objectification
6177,EXIST2021,6178,twitter,es,¿Niñata? Porque la de la foto tiene más años que la Giralda https://t.co/lz8rqiawnw,non-sexist,non-sexist
6178,EXIST2021,6179,twitter,es,"@ENGINEER__28 Bueno, sabemos que esta mujer en los últimos años ha perdido mucho el norte. Cuando era joven se podía entender como alguien rebelde que rompió esquemas, pero las últimas actuaciones han sido bastante penosas y no digamos ya sus cirugías.",non-sexist,non-sexist
6179,EXIST2021,6180,twitter,es,"De nada, hombre. Si vendes tu garganta también pueden ser sábados todas las noches, divertido, ¿eh?Pareces un inútil pero, ¡enhorabuena! Aún no te mueres.Te faltan años y te diré que gusanos no te pagan por la comida.Piénsatelo. No te pudras como una puta barata teniendo salud. https://t.co/qLRHmhGq6E",non-sexist,non-sexist
6180,EXIST2021,6181,twitter,es,"""La objeción de conciencia es una construcción machista que recae sobre la mujer (...) Si quiero ser objetora de conciencia cuando se trata de atender a un femicida no puedo”, @BetianaCabreraF#AbortoLegal #AbortoLegalEsVidahttps://t.co/IqELK6fmAX",non-sexist,non-sexist
6181,EXIST2021,6182,twitter,es,"Ordenaron detener al entrenador Juan José Acuña, acusado de violar a una joven en la fiesta con jugadores de VélezAdemás, fueron detenidas dos mujeres por robar pertenencias de la víctima.NOTICIAS 1 MINUTO Radio   #1LAGENTESIEMPRE https://t.co/JlPcajPx4T https://t.co/7nnfESlIRj",sexist,sexual-violence
6182,EXIST2021,6183,twitter,es,"""Se me saldra un haiga pero nunca un Todes"" ""No sabe de fútbol, seguramente es gay""""Las feministas se lo merecen""Un fav y sacrificó a mi papá",sexist,ideological-inequality
6183,EXIST2021,6184,twitter,es,@suiza_navaja Las mujeres no llevamos falda y corsé todos los días a caso por ello somos hombres?me tengo que sentir un hombre por como me visto? Eso es lo que dicta mi personalidad?si vas a cualquier instituto niños y niñas visten prácticamente igual,sexist,objectification
6184,EXIST2021,6185,twitter,es,Me pregunto que hubiera pasado si motherland fort Salem hubieran sido brujos y la noche de orgia que tienen fuera al revés ?  donde están las feministas ahora,sexist,ideological-inequality
6185,EXIST2021,6186,twitter,es,si eso ya subid una foto de su polla https://t.co/0qEzUJAozW,non-sexist,non-sexist
6186,EXIST2021,6187,twitter,es,es una bellesa que rico culo https://t.co/SKYx6lCEtv,sexist,objectification
6187,EXIST2021,6188,twitter,es,El rol de la mujer cambió radicalmente durante la revolución industrial dejando de ser poco a poco la dama sumisa a lo que estaban acostumbrados de ver. Atendían a sus familias y se convirtieron en obreras soportando una fuerte discriminación en todos los sentidos.,sexist,stereotyping-dominance
6188,EXIST2021,6189,twitter,es,"Si es que Máximo Pradera,lo del empoderamiento 'sesuá',pobrecito, lo lleva... de mierda:de él, ¡ya quién se acuerda...! https://t.co/AvkS4S51gv",non-sexist,non-sexist
6189,EXIST2021,6190,twitter,es,@nacho_facho Para para una mina que quiere ser hombre tiene de pareja un hombre que quiere ser mujer?  a ver no tiene nada de malo pero que paradoja lpm,non-sexist,non-sexist
6190,EXIST2021,6191,twitter,es,Justi se durmió y creí que iba a tener un ratito para tomar mate si quiera pero la zorra se despertó,sexist,misogyny-non-sexual-violence
6191,EXIST2021,6192,twitter,es,No todas las mujeres son iguales... Algunas tocan #techno,sexist,stereotyping-dominance
6192,EXIST2021,6193,twitter,es,No sé si linda la perra o yo .. por quién fue bb ? Jajajajaj,non-sexist,non-sexist
6193,EXIST2021,6194,twitter,es,que mujer 7w7 https://t.co/Tp11AAa6lL,non-sexist,non-sexist
6194,EXIST2021,6195,twitter,es,"Muy padre lo del checo, pero desde que se burló de la chica que corría, y de cómo no desearía tener una compañera mujer que mejor se fuera a la cocina, pues la verdad desapareció bien cabrón el encanto, lo triste es que es el ídolo de varios y no nota su influencia.",sexist,stereotyping-dominance
6195,EXIST2021,6196,twitter,es,"@LaGacetaTucuman Ahora las Mujeres del Fútbol Femenino q la LUCHARON TANTO tanto p poder tener su lugar en el Deporte, tendrán q competir con ""hombres biológicos"".¿Una vez más el FEMINISMO en CONTRA de las MUJERES?¿El Feminismo promueve al Machismo al que dice combatir?#ProGéneroNOesProMujer",sexist,ideological-inequality
6196,EXIST2021,6197,twitter,es,"#EstefaniaAsesina en este siglo,para tanto las mujeres como los hombres hay demasiadas protecciones para tener relaciones ,y un video de una estupida dando información en una aplicación que hoy en día es una de las más utilizadas ... no sé qué ganó en hacerlo ??",non-sexist,non-sexist
6197,EXIST2021,6198,twitter,es,@PabloEchenique @diasasaigonados Mejor los chats de azotar mujeres hasta que sangren ¿ verdad pibito ? https://t.co/vdUOQa8Kat,sexist,misogyny-non-sexual-violence
6198,EXIST2021,6199,twitter,es,"De ese tipo de mujeres, no vas a encontrar dos en la vida. Ella, de las que aman de verdad, aunque lo hagan con gran intensidad, si les fallas, saben irse y no regresar jamás... ❤",non-sexist,non-sexist
6199,EXIST2021,6200,twitter,es,"JODER me quiero follar al osito bimbo, sus deliciosas curvas me excitan demasiado, tanto que me hacen llegar al orgasmo de solo verlas, me gustaría darle unas fuertes nalgadas a sus blancas y suaves pompas joder me tienes demente ni puedo verte en el supermercado porque se me pon",non-sexist,non-sexist
6200,EXIST2021,6201,twitter,es,"Nunca seas Mujer florero.Tienes que ser.Mujer Guerrera .Me encanta . Que tu, en cada caída vuelvas a levantarte.Disfruta de todo. Como quieras y con quien te de a ti la gana.Ole tu",sexist,stereotyping-dominance
6201,EXIST2021,6202,twitter,es,@crisalidaliquid @ana_iamhuman @StopSubrogacion @Generocadena @maiteotravez @de_acaso @PodemosCLM Y hay que ayudar a las mujeres a desculpabilizarse y a elaborar sus duelos de forma saludable.,non-sexist,non-sexist
6202,EXIST2021,6203,twitter,es,@Ganchito64 @miilenaaromero @ElPagapensiones @yonacosplay @ssanchezlc Le encanta pegar a la mujeres y las usan como sacos de boxeo pero tiaaaaa que son moros no les vamos a decir nada que sino somos racistas,sexist,misogyny-non-sexual-violence
6203,EXIST2021,6204,twitter,es,"@VTremolina @nom_shadow @YayaVieja61 @Nebride3 @vell237 @VeroReynes @TigerDogB @vellreturn En la ONU empieza todo. Allí hay ONU-mujeres que mandan en temas de mujeres y son feministas radicales. Hasta han aconsejado a los países que sólo se encierre a la cárcel a los hombres, no a las mujeres.",sexist,ideological-inequality
6204,EXIST2021,6205,twitter,es,me cago en la puta ya a ver si te crees que me va a dar un ataque de ansiedad porque por ejemplo se me ha ocurrido pensar cómo sería si toda mi familia muriese y la solución va a ser que me relaje y mire la vida con una sonrisa ME CAGO EN LA PUTA. KAREN,non-sexist,non-sexist
6205,EXIST2021,6206,twitter,es,re si hablas sobre los crímenes horribles que muchos hombres les hacen a las mujeres por ser mujeres SIEMPRE viene un vato que te viene a explicar una madre que nunca en su puta vida va a entender y nunca lo vivirá,sexist,misogyny-non-sexual-violence
6206,EXIST2021,6207,twitter,es,@txasatonga Idealizar el amor e idealizar a personas es lo mismo para las mujeres. Por eso están con hombres violentos. Y violencia no son sólo golpes o control. Es robar su tiempo a las mujeres sobrecargándolas de tareas que se deberían repartir. Para ellas es muy difícil reconocer esto.,sexist,stereotyping-dominance
6207,EXIST2021,6208,twitter,es,"""Voy a citar a Rollo en ésta (manejé casi dos horas para un chico quien escribía a otras chicas frente a mí): """"Las mujeres prefieren compartir un Alfa que ser montadas por un Beta fiel"" #RationalMale #RedPill #BájalasDelPedestal #andrósfera #masculinidad #mgtow https://t.co/lpRhlVcsru",sexist,misogyny-non-sexual-violence
6208,EXIST2021,6209,twitter,es,"@DolceVita_vp Sois unos fachas. Si una mujer quiere cobrar por engendrar un niño que lo haga. Y si quiere cobrar por follar que lo haga.  FACHAS, que sois unos FACHAS.",non-sexist,non-sexist
6209,EXIST2021,6210,twitter,es,"@marianofake Nunca. Ni a él, ni a ningún noble. Si hace falta nos dejamos sodomizar hasta por Pocholo",non-sexist,non-sexist
6210,EXIST2021,6211,twitter,es,@mjsmxrtgirl —Estaba absolutamente equivocada. ¡Pues claro que era atractiva para él! Siempre lo había sido y sobre todo cuando se enamoró de ella. Y ahora... ¡Para él era una auténtica diosa! Ojalá pudiera verse igual que él la veía.Apretó los labios observándola mientras parpadeaba »,non-sexist,non-sexist
6211,EXIST2021,6212,twitter,es,Bbysss...Mi amiga alexa ocupa una buena coj...Quien se la daaaa! Disp hasta las 7pm Hermosa rubia busto grande cuerpaso atractiva @corona_kendrik https://t.co/fhqzJiEVYL,sexist,sexual-violence
6212,EXIST2021,6213,twitter,es,@Alan66426525 Que no a tocado balón dice jajajajaja pero Messi acaso a jugado? Que partido has visto? Apaga la consola anda y a fregarrr do-ble-te de DON CRISTIANO RONALDO!!! VENGA A FREGAR QUE HOY A HACERTE LA CENA PARA QUE SE TE PASE EL LLANTO HOY TE HAGO SPAGUETTIIS JAJAJAJA https://t.co/PkjcZu1O0D,sexist,stereotyping-dominance
6213,EXIST2021,6214,twitter,es,"@Antonio1Moreno Muchas gracias, me he emocionado como una niña, pensando en lo padres de María, Joaquín y Ana... le mando un abrazo.",sexist,stereotyping-dominance
6214,EXIST2021,6215,twitter,es,"@lelale_caro @takeda_uchiha @David_3214 @PlazaLeoVzla @saliguti feminismo sepamos bien estas cuestiones fundamentales. El feminismo es un movimiento que fue cambiando a lo largo del tiempo y tiene sentido que tenga tener fallas y falencias, no está completamente definido y acordado por todas las mujeres que lo integran (???)",sexist,ideological-inequality
6215,EXIST2021,6216,twitter,es,@AudienciasTVs Este es el Bar donde el jefe aún es peor que la guarra esta https://t.co/NZnINxAtPv,sexist,misogyny-non-sexual-violence
6216,EXIST2021,6217,twitter,es,"Siempre que digo cosas sobre el feminismo alguien me salta en plan: es que ahora las feministas quereis estar por encima del hombre, ahora las leyes van a vuestro favor bla bla",sexist,ideological-inequality
